from,to,cost
58,149,14679.42
58,150,15256.01
58,151,11446.5
58,152,11856.75
58,153,10072.41
58,154,11446.5
58,155,11475.21
58,156,17709.05
58,157,14293.18
58,158,13173.8
58,159,21560.1
58,160,15942.26
58,161,25022.15
58,162,13431.17
58,163,12264.52
58,164,10663.37
58,165,14703.56
58,166,11038.28
58,167,14915.39
58,168,11664.11
58,169,11042.13
58,170,10497.84
58,171,12835.41
58,172,11061.99
58,173,15491.37
58,174,14007.4
58,175,12359.43
58,176,19197.37
58,177,14143.12
58,178,11098.69
58,179,16357.49
58,180,22642.37
58,181,14293.18
58,182,12434.22
58,183,16363.4
58,184,14222.22
58,185,15346.03
58,186,13102.24
58,187,14026.46
58,188,14928.38
58,189,12690.27
58,190,21982.24
58,191,23568.28
58,192,19197.37
58,193,15364.26
58,194,12158.94
58,195,11257.86
58,196,14146.74
58,197,10072.99
58,198,22631.35
58,199,22612.7
58,200,10960.9
58,201,13016.74
58,202,15076.74
58,203,14561.34
58,204,10782.55
58,205,14561.34
58,206,11858.69
58,207,10515.24
58,208,10138.35
58,209,21551.9
58,210,14862.64
58,211,25530.5
58,212,14435.2
58,213,22642.37
58,214,9174.62
58,215,6611.05
58,216,12462.9
58,217,7202.48
58,218,8088.13
58,219,7774.87
58,220,8919.84
58,221,9847.9
58,222,7655.35
58,223,10165.01
58,224,8340.16
58,225,11005.66
58,226,14262.3
58,227,8340.16
59,0,13739.89
59,1,12823.89
59,2,14335.16
59,3,14948.31
59,4,14316.7
59,5,18516.52
59,6,17535.11
59,7,12700.35
59,8,14018.62
59,9,16509.36
59,10,15399.72
59,11,13537.85
59,12,14360.32
59,13,23220.12
59,14,15362.58
59,15,13818.73
59,16,22967.18
59,17,22226.63
59,18,15586.15
59,19,25068.97
59,20,17652.73
59,21,20530.4
59,22,15816.02
59,23,19918.99
59,24,15653.44
59,25,15635.42
59,26,16048.69
59,27,24771.11
59,28,20407.45
59,29,17632.58
59,30,17087.55
59,31,16549.96
59,32,17143.42
59,33,15547.25
59,34,16182.29
59,35,18197.76
59,36,18810.12
59,37,15658.84
59,38,25630.75
59,39,15658.84
59,40,24768.89
59,41,15635.42
59,42,20036.03
59,43,25068.97
59,44,23261.7
59,45,22967.18
59,46,17143.42
59,47,15635.07
59,48,15671.83
59,49,18501.16
59,50,19932.88
59,51,1481.49
59,52,15.61
59,53,4565.68
59,54,10936.21
59,55,7107.91
59,56,4103.35
59,57,9429.3
59,58,6321.87
59,59,0.0
59,60,15.61
59,61,1339.67
59,62,4718.81
59,63,14751.7
59,64,392.47
59,65,6192.77
59,66,11078.69
59,67,13985.64
59,68,5211.03
59,69,13527.59
59,70,4103.35
59,71,6680.66
59,72,703.48
59,73,7564.63
59,74,16308.83
59,75,18753.37
59,76,19152.65
59,77,9587.4
59,78,19580.09
59,79,20203.72
59,80,18340.25
59,81,11457.61
59,82,20069.91
59,83,13266.93
59,84,7999.239999999999
59,85,9348.0
59,86,6283.97
59,87,11777.13
59,88,20206.63
59,89,6209.33
59,90,14536.8
59,91,18332.16
59,92,6535.08
59,93,18819.07
59,94,6253.52
59,95,10519.36
59,96,9005.87
59,97,18753.37
59,98,21182.57
59,99,11457.61
59,100,12377.02
59,101,18340.25
59,102,14542.54
59,103,21900.04
59,104,14849.49
59,105,21897.46
59,106,19580.09
59,107,12673.330000000002
59,108,12106.2
59,109,12171.43
59,110,18251.47
59,111,21124.17
59,112,12850.57
59,113,20983.71
59,114,12505.81
59,115,11050.72
59,116,13703.69
59,117,14772.82
59,118,12547.05
59,119,16191.62
59,120,11544.1
59,121,15531.97
59,122,15477.77
59,123,11610.45
59,124,12213.46
59,125,15012.38
59,126,12096.96
59,127,14607.21
59,128,21191.85
59,129,12784.580000000002
59,130,16787.43
59,131,26011.83
59,132,14064.41
59,133,16226.06
59,134,20734.66
59,135,27886.38
59,136,16767.45
59,137,22107.83
59,138,21041.89
59,139,16242.15
59,140,24319.88
59,141,10821.3
59,142,8852.15
59,143,10056.080000000002
59,144,15923.91
59,145,8761.38
59,146,8828.239999999998
59,147,13999.54
59,148,8965.1
59,149,8790.09
59,150,19209.04
59,151,13880.69
59,152,14411.82
59,153,8400.46
59,154,13880.69
59,155,8139.87
59,156,11651.65
59,157,17943.96
59,158,8183.89
59,159,15744.85
59,160,20045.89
59,161,19371.83
59,162,8162.05
59,163,8255.569999999998
59,164,7849.04
59,165,18399.79
59,166,12449.68
59,167,8649.97
59,168,14189.830000000002
59,169,12282.27
59,170,9878.57
59,171,8476.41
59,172,12343.18
59,173,9364.07
59,174,8443.04
59,175,8303.28
59,176,13229.44
59,177,8522.77
59,178,12034.54
59,179,10283.22
59,180,16882.83
59,181,17943.96
59,182,15332.12
59,183,10286.11
59,184,17841.47
59,185,9198.34
59,186,8326.25
59,187,8465.28
59,188,8665.16
59,189,15848.89
59,190,16190.47
59,191,17855.27
59,192,13229.44
59,193,9214.72
59,194,14803.63
59,195,8047.06
59,196,17749.75
59,197,7816.21
59,198,16874.71
59,199,16851.61
59,200,10771.69
59,201,16297.31
59,202,18944.7
59,203,8413.97
59,204,10443.95
59,205,8413.97
59,206,8187.09
59,207,9888.84
59,208,7751.39
59,209,15732.91
59,210,18637.33
59,211,19903.66
59,212,8141.689999999999
59,213,16882.83
59,214,5762.66
59,215,654.96
59,216,9997.89
59,217,2534.88
59,218,4885.01
59,219,3591.31
59,220,5392.4
59,221,6757.22
59,222,3366.17
59,223,8156.04
59,224,4501.87
59,225,9248.84
59,226,13073.01
59,227,4501.87
60,0,13734.57
60,1,12815.38
60,2,14322.19
60,3,14933.75
60,4,14304.39
60,5,18500.95
60,6,17519.51
60,7,12692.92
60,8,14007.69
60,9,16493.84
60,10,15384.61
60,11,13528.25
60,12,14347.12
60,13,23204.9
60,14,15347.49
60,15,13808.19
60,16,22953.23
60,17,22212.5
60,18,15570.62
60,19,25055.08
60,20,17637.49
60,21,20515.95
60,22,15800.75
60,23,19904.33
60,24,15638.0
60,25,15619.97
60,26,16033.61
60,27,24757.22
60,28,20392.96
60,29,17617.34
60,30,17072.18
60,31,16534.48
60,32,17128.06
60,33,15531.66
60,34,16166.74
60,35,18182.68
60,36,18795.24
60,37,15643.24
60,38,25616.87
60,39,15643.24
60,40,24755.01
60,41,15619.97
60,42,20022.73
60,43,25055.08
60,44,23247.76
60,45,22953.23
60,46,17128.06
60,47,15619.64
60,48,15656.43
60,49,18487.34
60,50,19918.22
60,51,1497.04
60,52,0.0
60,53,4581.02
60,54,10920.7
60,55,7123.52
60,56,4118.69
60,57,9413.87
60,58,6306.26
60,59,15.61
60,60,0.0
60,61,1324.06
60,62,4734.18
60,63,14736.13
60,64,376.9
60,65,6177.16
60,66,11063.18
60,67,13970.080000000002
60,68,5195.48
60,69,13512.03
60,70,4118.69
60,71,6696.27
60,72,719.09
60,73,7580.21
60,74,16294.06
60,75,18738.4
60,76,19137.66
60,77,9574.46
60,78,19565.09
60,79,20188.77
60,80,18325.32
60,81,11443.78
60,82,20054.95
60,83,13252.54
60,84,7988.38
60,85,9335.580000000002
60,86,6285.02
60,87,11763.18
60,88,20191.68
60,89,6208.72
60,90,14522.24
60,91,18317.22
60,92,6528.42
60,93,18804.1
60,94,6250.67
60,95,10505.82
60,96,8993.89
60,97,18738.4
60,98,21167.74
60,99,11443.78
60,100,12362.830000000002
60,101,18325.32
60,102,14528.0
60,103,21885.25
60,104,14834.9
60,105,21882.68
60,106,19565.09
60,107,12659.09
60,108,12108.580000000002
60,109,12172.13
60,110,18264.78
60,111,21138.7
60,112,12858.01
60,113,20998.17
60,114,12511.330000000002
60,115,11047.41
60,116,13713.13
60,117,14783.38
60,118,12552.82
60,119,16204.07
60,120,11543.1
60,121,15543.99
60,122,15489.58
60,123,11606.16
60,124,12217.09
60,125,15023.12
60,126,12099.7
60,127,14598.45
60,128,21179.28
60,129,12777.97
60,130,16777.03
60,131,25998.04
60,132,14056.17
60,133,16216.19
60,134,20722.21
60,135,27872.12
60,136,16757.05
60,137,22095.13
60,138,21029.37
60,139,16232.29
60,140,24306.62
60,141,10807.27
60,142,8836.88
60,143,10041.19
60,144,15914.74
60,145,8746.23
60,146,8813.01
60,147,13989.39
60,148,8949.56
60,149,8804.02
60,150,19197.91
60,151,13871.88
60,152,14402.88
60,153,8399.41
60,154,13871.88
60,155,8144.01
60,156,11666.17
60,157,17933.32
60,158,8194.16
60,159,15758.62
60,160,20034.53
60,161,19385.15
60,162,8173.41
60,163,8262.16
60,164,7851.229999999999
60,165,18389.11
60,166,12442.68
60,167,8665.29
60,168,14180.91
60,169,12275.6
60,170,9875.43
60,171,8484.37
60,172,12336.43
60,173,9378.8
60,174,8455.62
60,175,8310.05
60,176,13243.67
60,177,8535.6
60,178,12028.48
60,179,10297.76
60,180,16896.44
60,181,17933.32
60,182,15322.64
60,183,10300.66
60,184,17830.88
60,185,9213.15
60,186,8335.72
60,187,8477.86
60,188,8680.47
60,189,15838.97
60,190,16204.17
60,191,17868.75
60,192,13243.67
60,193,9229.54
60,194,14794.58
60,195,8050.72
60,196,17739.18
60,197,7816.56
60,198,16888.3
60,199,16865.22
60,200,10767.85
60,201,16287.21
60,202,18933.72
60,203,8428.91
60,204,10440.35
60,205,8428.91
60,206,8192.43
60,207,9885.72
60,208,7752.109999999999
60,209,15746.68
60,210,18626.51
60,211,19916.92
60,212,8157.21
60,213,16896.44
60,214,5764.79
60,215,661.59
60,216,9999.56
60,217,2537.35
60,218,4885.7
60,219,3593.7
60,220,5394.58
60,221,6759.06
60,222,3368.64
60,223,8155.85
60,224,4504.2
60,225,9248.54
60,226,13072.59
60,227,4504.2
61,0,13358.63
61,1,12159.41
61,2,13253.17
61,3,13713.96
61,4,13297.19
61,5,17180.1
61,6,16195.49
61,7,12134.99
61,8,13127.84
61,9,15180.35
61,10,14111.86
61,11,12771.27
61,12,13256.52
61,13,21912.05
61,14,14076.99
61,15,12965.04
61,16,21786.32
61,17,21029.28
61,18,14252.330000000002
61,19,23893.13
61,20,16351.4
61,21,19304.26
61,22,14504.18
61,23,18672.82
61,24,14327.85
61,25,14308.23
61,26,14754.33
61,27,23594.97
61,28,19176.68
61,29,16331.53
61,30,15774.26
61,31,15224.96
61,32,15830.6
61,33,14208.26
61,34,14850.52
61,35,16912.64
61,36,17542.6
61,37,14319.89
61,38,24455.66
61,39,14319.89
61,40,23593.31
61,41,14308.23
61,42,18897.26
61,43,23893.13
61,44,22081.61
61,45,21786.32
61,46,15830.6
61,47,14309.73
61,48,14349.07
61,49,17317.43
61,50,18686.29
61,51,2817.45
61,52,1324.06
61,53,5884.64
61,54,9604.95
61,55,8446.239999999998
61,56,5422.83
61,57,8104.439999999999
61,58,4982.21
61,59,1339.67
61,60,1324.06
61,61,0.0
61,62,6039.4
61,63,13414.81
61,64,947.98
61,65,4853.23
61,66,9746.47
61,67,12649.24
61,68,3880.7
61,69,12191.69
61,70,5422.83
61,71,8019.489999999999
61,72,2043.04
61,73,8900.88
61,74,15041.74
61,75,17467.66
61,76,17865.31
61,77,8499.2
61,78,18291.17
61,79,18919.81
61,80,17057.57
61,81,10281.02
61,82,18784.13
61,83,12036.330000000002
61,84,7117.88
61,85,8309.2
61,86,6494.98
61,87,10588.67
61,88,18922.23
61,89,6281.84
61,90,13290.15
61,91,17048.91
61,92,6067.65
61,93,17533.53
61,94,6132.23
61,95,9372.28
61,96,8011.64
61,97,17467.66
61,98,19908.23
61,99,10281.02
61,100,11165.77
61,101,17057.57
61,102,13296.68
61,103,20630.11
61,104,13599.24
61,105,20627.97
61,106,18291.17
61,107,11456.35
61,108,12396.69
61,109,12320.44
61,110,19414.29
61,111,22381.75
61,112,13553.46
61,113,22236.84
61,114,13054.17
61,115,10862.18
61,116,14565.41
61,117,15720.92
61,118,13115.55
61,119,17288.02
61,120,11551.89
61,121,16594.92
61,122,16524.67
61,123,11331.32
61,124,12607.93
61,125,15974.48
61,126,12417.94
61,127,13914.26
61,128,20139.72
61,129,12292.35
61,130,15939.45
61,131,24844.74
61,132,13419.55
61,133,15427.3
61,134,19693.41
61,135,26674.69
61,136,15919.18
61,137,21042.72
61,138,19993.36
61,139,15444.34
61,140,23202.71
61,141,9642.52
61,142,7543.029999999999
61,143,8792.7
61,144,15189.18
61,145,7463.64
61,146,7521.89
61,147,13181.6
61,148,7635.01
61,149,9996.41
61,150,18265.13
61,151,13155.93
61,152,13673.05
61,153,8398.83
61,154,13155.93
61,155,8575.67
61,156,12912.54
61,157,17045.22
61,158,9108.2
61,159,16944.89
61,160,19079.96
61,161,20534.39
61,162,9171.79
61,163,8888.39
61,164,8128.2
61,165,17496.33
61,166,11892.64
61,167,9970.93
61,168,13453.1
61,169,11755.41
61,170,9680.15
61,171,9216.81
61,172,11809.53
61,173,10642.11
61,174,9546.830000000002
61,175,8951.04
61,176,14467.25
61,177,9644.48
61,178,11563.2
61,179,11546.68
61,180,18069.92
61,181,17045.22
61,182,14543.14
61,183,11550.49
61,184,16947.56
61,185,10482.46
61,186,9187.98
61,187,9568.27
61,188,9985.42
61,189,15018.84
61,190,17384.97
61,191,19031.7
61,192,14467.25
61,193,10499.45
61,194,14054.0
61,195,8444.569999999998
61,196,16858.02
61,197,7941.56
61,198,18061.0
61,199,18039.05
61,200,10505.080000000002
61,201,15450.15
61,202,18014.28
61,203,9699.42
61,204,10200.55
61,205,9699.42
61,206,8720.319999999998
61,207,9692.42
61,208,7908.989999999999
61,209,16933.94
61,210,17721.51
61,211,21061.0
61,212,9472.78
61,213,18069.92
61,214,6105.64
61,215,1712.25
61,216,10243.42
61,217,3058.91
61,218,5104.03
61,219,4032.87
61,220,5748.92
61,221,7056.73
61,222,3826.34
61,223,8230.75
61,224,4898.35
61,225,9301.68
61,226,13087.72
61,227,4898.35
62,0,16618.13
62,1,16422.75
62,2,18755.04
62,3,19602.29
62,4,18623.05
62,5,23109.71
62,6,22179.97
62,7,16075.71
62,8,18075.96
62,9,21219.09
62,10,20108.24
62,11,17342.58
62,12,18817.86
62,13,27622.41
62,14,20069.45
62,15,17802.97
62,16,27525.27
62,17,26813.73
62,18,20162.35
62,19,29614.47
62,20,22368.66
62,21,25164.5
62,22,20263.98
62,23,24581.27
62,24,20175.02
62,25,20166.66
62,26,20414.46
62,27,29317.68
62,28,25048.34
62,29,22348.39
62,30,21806.36
62,31,21264.3
62,32,21862.23
62,33,20177.12
62,34,20887.16
62,35,22903.17
62,36,23498.62
62,37,20331.07
62,38,30173.97
62,39,20331.07
62,40,29314.47
62,41,20166.66
62,42,23763.56
62,43,29614.47
62,44,27817.91
62,45,27525.27
62,46,21862.23
62,47,20155.27
62,48,20177.14
62,49,22410.93
62,50,24595.72
62,51,3245.78
62,52,4734.18
62,53,158.42
62,54,15510.32
62,55,2527.45
62,56,616.65
62,57,13977.95
62,58,10989.12
62,59,4718.81
62,60,4734.18
62,61,6039.4
62,62,0.0
62,63,19356.28
62,64,5100.5
62,65,10868.77
62,66,15658.2
62,67,18587.31
62,68,9919.92
62,69,18125.83
62,70,616.65
62,71,2140.27
62,72,4027.13
62,73,2925.87
62,74,20558.38
62,75,23065.69
62,76,23470.18
62,77,13378.23
62,78,23902.68
62,79,24500.73
62,80,22641.5
62,81,15454.79
62,82,24375.99
62,83,17411.52
62,84,11328.01
62,85,13010.51
62,86,6880.67
62,87,15805.28
62,88,24505.84
62,89,7262.04
62,90,18723.73
62,91,22635.94
62,92,8998.89
62,93,23130.27
62,94,7857.39
62,95,14449.82
62,96,12563.67
62,97,23065.69
62,98,25432.46
62,99,15454.79
62,100,16468.91
62,101,22641.5
62,102,18726.44
62,103,26127.1
62,104,19046.58
62,105,26122.62
62,106,23902.68
62,107,16779.67
62,108,13105.17
62,109,13627.12
62,110,15059.96
62,111,17287.91
62,112,12225.74
62,113,17178.96
62,114,12537.48
62,115,13573.25
62,116,12301.2
62,117,12881.62
62,118,12496.62
62,119,13448.29
62,120,13480.18
62,121,13002.17
62,122,13037.56
62,123,14333.24
62,124,12842.49
62,125,13037.32
62,126,12993.0
62,127,18220.51
62,128,25511.28
62,129,15981.92
62,130,20709.77
62,131,30539.96
62,132,17580.69
62,133,20047.19
62,134,25034.26
62,135,32489.74
62,136,20690.7
62,137,26449.34
62,138,25354.77
62,139,20060.82
62,140,28757.31
62,141,15417.26
62,142,13339.15
62,143,14749.84
62,144,19604.27
62,145,13207.43
62,146,13304.97
62,147,17904.66
62,148,13673.77
62,149,4477.72
62,150,22265.3
62,151,16382.96
62,152,16934.84
62,153,9167.97
62,154,16382.96
62,155,7440.149999999999
62,156,8033.7
62,157,20874.84
62,158,5381.08
62,159,12396.77
62,160,23162.2
62,161,16154.84
62,162,4935.22
62,163,6749.38
62,164,7787.01
62,165,21335.93
62,166,14505.5
62,167,4583.12
62,168,16716.04
62,169,14255.15
62,170,11049.14
62,171,6464.7
62,172,14333.06
62,173,5753.14
62,174,4685.59
62,175,6724.35
62,176,9715.68
62,177,4662.59
62,178,13851.61
62,179,6732.12
62,180,13581.91
62,181,20874.84
62,182,17979.64
62,183,6726.53
62,184,20758.61
62,185,5540.48
62,186,5795.02
62,187,4709.31
62,188,4608.01
62,189,18611.61
62,190,12863.73
62,191,14592.9
62,192,9715.68
62,193,5548.95
62,194,17344.96
62,195,7511.81
62,196,20661.85
62,197,8286.12
62,198,13578.91
62,199,13549.35
62,200,12056.2
62,201,19101.76
62,202,21960.3
62,203,3766.21
62,204,11690.13
62,205,3766.21
62,206,7099.85
62,207,11051.8
62,208,8128.38
62,209,12378.78
62,210,21609.92
62,211,16705.16
62,212,3449.6
62,213,13581.91
62,214,7603.41
62,215,4378.52
62,216,11357.36
62,217,5407.76
62,218,5999.02
62,219,6006.65
62,220,7305.0
62,221,8474.6
62,222,5857.26
62,223,8722.069999999998
62,224,6619.2
62,225,9693.64
62,226,13208.62
62,227,6619.2
63,0,17196.06
63,1,14101.22
63,2,9466.59
63,3,6508.55
63,4,10448.15
63,5,3765.98
63,6,2912.3
63,7,14984.27
63,8,12098.76
63,9,3336.19
63,10,4954.18
63,11,13354.9
63,12,9102.18
63,13,8906.59
63,14,5029.02
63,15,12474.0
63,16,12765.13
63,17,11815.73
63,18,935.05
63,19,14626.51
63,20,5508.01
63,21,9831.28
63,22,2299.53
63,23,8863.58
63,24,1478.43
63,25,1370.25
63,26,3164.06
63,27,14365.68
63,28,9624.25
63,29,5506.35
63,30,4618.15
63,31,3640.27
63,32,4675.32
63,33,924.42
63,34,2921.46
63,35,6474.76
63,36,7461.77
63,37,1670.94
63,38,15125.69
63,39,1670.94
63,40,14375.04
63,41,1370.25
63,42,9645.17
63,43,14626.51
63,44,13021.72
63,45,12765.13
63,46,4675.32
63,47,1481.41
63,48,1654.2
63,49,7661.979999999999
63,50,8862.2
63,51,16215.05
63,52,14736.13
63,53,19198.17
63,54,3855.35
63,55,21830.38
63,56,18745.37
63,57,5397.83
63,58,8448.05
63,59,14751.7
63,60,14736.13
63,61,13414.81
63,62,19356.28
63,63,0.0
63,64,14359.24
63,65,8588.069999999998
63,66,3703.98
63,67,769.2799999999999
63,68,9647.14
63,69,1231.85
63,70,18745.37
63,71,21409.19
63,72,15452.84
63,73,22267.92
63,74,4238.65
63,75,5333.4
63,76,5620.81
63,77,7989.689999999999
63,78,5945.19
63,79,6617.34
63,80,5088.91
63,81,6207.99
63,82,6453.26
63,83,4746.15
63,84,10247.53
63,85,8571.23
63,86,15982.06
63,87,5916.42
63,88,6607.86
63,89,15328.22
63,90,4314.88
63,91,5066.11
63,92,12846.59
63,93,5392.15
63,94,14462.82
63,95,6954.69
63,96,9087.78
63,97,5333.4
63,98,7711.029999999999
63,99,6207.99
63,100,5335.48
63,101,5088.91
63,102,4337.9
63,103,8453.8
63,104,4258.42
63,105,8460.9
63,106,5945.19
63,107,5150.61
63,108,21061.35
63,109,20183.92
63,110,32077.19
63,111,35479.79
63,112,24222.39
63,113,35314.25
63,114,22994.56
63,115,17134.38
63,116,25931.57
63,117,27437.87
63,118,23151.96
63,119,29673.26
63,120,18796.74
63,121,28839.71
63,122,28693.22
63,123,16790.47
63,124,21804.0
63,125,27747.0
63,126,21248.85
63,127,14672.48
63,128,13827.46
63,129,15684.87
63,130,14024.63
63,131,15612.49
63,132,14895.69
63,133,14330.18
63,134,13681.95
63,135,16403.92
63,136,14009.37
63,137,14288.1
63,138,13779.580000000002
63,139,14351.25
63,140,15116.38
63,141,7648.72
63,142,6099.29
63,143,6548.47
63,144,14926.28
63,145,6291.47
63,146,6147.73
63,147,12974.29
63,148,6113.0
63,149,22731.67
63,150,12377.7
63,151,12409.38
63,152,12477.15
63,153,15893.6
63,154,12409.38
63,155,18154.52
63,156,26105.68
63,157,12246.36
63,158,20712.03
63,159,29830.9
63,160,12607.88
63,161,33175.17
63,162,21127.78
63,163,19269.26
63,164,17148.56
63,165,12457.06
63,166,13535.52
63,167,23363.44
63,168,12404.25
63,169,13745.65
63,170,15324.79
63,171,20001.95
63,172,13708.59
63,173,23916.14
63,174,21864.06
63,175,19383.05
63,176,27553.27
63,177,22030.95
63,178,14137.65
63,179,24764.62
63,180,30876.2
63,181,12246.36
63,182,12302.14
63,183,24771.42
63,184,12254.22
63,185,23776.13
63,186,20511.22
63,187,21880.27
63,188,23376.39
63,189,12034.94
63,190,30237.98
63,191,31769.35
63,192,27553.27
63,193,23794.75
63,194,12527.53
63,195,17892.12
63,196,12230.78
63,197,16315.51
63,198,30863.7
63,199,30847.58
63,200,15236.6
63,201,12037.77
63,202,12407.47
63,203,22801.88
63,204,15259.34
63,205,22801.88
63,206,18699.1
63,207,15343.01
63,208,16453.96
63,209,29824.66
63,210,12426.39
63,211,33665.17
63,212,22804.69
63,213,30876.2
63,214,16911.45
63,215,14991.2
63,216,19234.01
63,217,15525.08
63,218,15388.87
63,219,15941.85
63,220,16737.29
63,221,17347.42
63,222,15860.43
63,223,16208.98
63,224,16342.25
63,225,16643.05
63,226,18666.52
63,227,16342.25
64,0,13635.75
64,1,12636.35
64,2,14026.14
64,3,14593.26
64,4,14026.21
64,5,18124.08
64,6,17143.05
64,7,12541.53
64,8,13765.88
64,9,16122.97
64,10,15027.67
64,11,13321.13
64,12,14044.79
64,13,22832.64
64,14,14991.27
64,15,13576.74
64,16,22629.66
64,17,21883.91
64,18,15193.94
64,19,24733.18
64,20,17276.31
64,21,20178.51
64,22,15427.62
64,23,19560.71
64,24,15262.44
64,25,15244.16
64,26,15663.98
64,27,24435.2
64,28,20054.09
64,29,17256.25
64,30,16706.97
64,31,16165.12
64,32,16763.01
64,33,15154.89
64,34,15794.78
64,35,17826.78
64,36,18444.92
64,37,15267.8
64,38,25295.23
64,39,15267.8
64,40,24433.15
64,41,15244.16
64,42,19689.47
64,43,24733.18
64,44,22924.44
64,45,22629.66
64,46,16763.01
64,47,15244.12
64,48,15281.33
64,49,18143.03
64,50,19574.47
64,51,1870.2
64,52,376.9
64,53,4946.61
64,54,10544.28
64,55,7498.46
64,56,4484.39
64,57,9038.3
64,58,5929.9
64,59,392.47
64,60,376.9
64,61,947.98
64,62,5100.5
64,63,14359.24
64,64,0.0
64,65,5801.2
64,66,10686.65
64,67,13593.21
64,68,4823.65
64,69,13135.18
64,70,4484.39
64,71,7071.57
64,72,1095.24
64,73,7953.92
64,74,15930.29
64,75,18370.69
64,76,18769.62
64,77,9250.42
64,78,19196.72
64,79,19821.5
64,80,17958.24
64,81,11099.87
64,82,19687.26
64,83,12896.63
64,84,7712.52
64,85,9023.12
64,86,6296.42
64,87,11416.61
64,88,19824.3
64,89,6179.94
64,90,14162.87
64,91,17950.02
64,92,6353.62
64,93,18436.43
64,94,6167.73
64,95,10168.45
64,96,8691.85
64,97,18370.69
64,98,20802.59
64,99,11099.87
64,100,12011.17
64,101,17958.24
64,102,14168.8
64,103,21521.11
64,104,14474.75
64,105,21518.64
64,106,19196.72
64,107,12306.17
64,108,12197.16
64,109,12220.82
64,110,18599.7
64,111,21498.34
64,112,13063.87
64,113,21356.7
64,114,12673.25
64,115,10999.6
64,116,13964.18
64,117,15058.98
64,118,12720.48
64,119,16520.83
64,120,11551.18
64,121,15851.49
64,122,15792.67
64,123,11533.7
64,124,12335.19
64,125,15302.69
64,126,12196.89
64,127,14412.75
64,128,20893.45
64,129,12647.14
64,130,16548.63
64,131,25678.83
64,132,13883.61
64,133,16001.51
64,134,20439.46
64,135,27539.52
64,136,16528.56
64,137,21805.65
64,138,20744.55
64,139,16017.88
64,140,24002.13
64,141,10482.13
64,142,8463.94
64,143,9691.11
64,144,15718.01
64,145,8375.4
64,146,8440.56
64,147,13768.12
64,148,8578.1
64,149,9129.89
64,150,18913.38
64,151,13641.77
64,152,14169.45
64,153,8357.06
64,154,13641.77
64,155,8227.38
64,156,12025.97
64,157,17660.02
64,158,8427.41
64,159,16103.07
64,160,19744.56
64,161,19720.12
64,162,8433.98
64,163,8405.0
64,164,7887.8
64,165,18114.73
64,166,12255.5
64,167,9039.43
64,168,13947.87
64,169,12096.26
64,170,9781.54
64,171,8660.54
64,172,12155.35
64,173,9742.68
64,174,8747.08
64,175,8457.53
64,176,13597.7
64,177,8833.01
64,178,11863.68
64,179,10658.03
64,180,17237.62
64,181,17660.02
64,182,15076.67
64,183,10661.17
64,184,17558.79
64,185,9578.55
64,186,8549.42
64,187,8769.069999999998
64,188,9054.46
64,189,15582.6
64,190,16547.22
64,191,18207.23
64,192,13597.7
64,193,9595.1
64,194,14558.55
64,195,8122.529999999999
64,196,17467.63
64,197,7808.63
64,198,17229.27
64,199,17206.49
64,200,10656.74
64,201,16026.62
64,202,18652.58
64,203,8782.34
64,204,10335.080000000002
64,205,8782.34
64,206,8305.01
64,207,9792.4
64,208,7753.239999999999
64,209,16091.4
64,210,18349.03
64,211,20250.56
64,212,8528.42
64,213,17237.62
64,214,5853.72
64,215,874.75
64,216,10072.51
64,217,2648.85
64,218,4891.73
64,219,3695.83
64,220,5485.57
64,221,6839.53
64,222,3473.73
64,223,8134.43
64,224,4601.26
64,225,9223.47
64,226,13042.330000000002
64,227,4601.26
65,0,12997.24
65,1,10769.99
65,2,9811.13
65,3,9438.45
65,4,10170.47
65,5,12353.19
65,6,11344.37
65,7,11162.47
65,8,10636.95
65,9,10374.53
65,10,9533.330000000002
65,11,10878.22
65,12,9700.84
65,13,17236.2
65,14,9511.45
65,15,10659.99
65,16,17650.49
65,17,16825.48
65,18,9446.48
65,19,19760.22
65,20,11683.15
65,21,14982.98
65,22,9839.69
65,23,14261.45
65,24,9576.9
65,25,9546.830000000002
65,26,10194.63
65,27,19463.24
65,28,14834.55
65,29,11664.81
65,30,11047.38
65,31,10439.52
65,32,11105.89
65,33,9363.92
65,34,10031.3
65,35,12323.26
65,36,13036.47
65,37,9467.84
65,38,20321.4
65,39,9467.84
65,40,19464.11
65,41,9546.830000000002
65,42,15102.08
65,43,19760.22
65,44,17946.27
65,45,17650.49
65,46,11105.89
65,47,9560.47
65,48,9616.4
65,49,13327.1
65,50,14272.68
65,51,7669.399999999999
65,52,6177.16
65,53,10712.23
65,54,4841.03
65,55,13298.51
65,56,10252.74
65,57,3434.05
65,58,165.54
65,59,6192.77
65,60,6177.16
65,61,4853.23
65,62,10868.77
65,63,8588.069999999998
65,64,5801.2
65,65,0.0
65,66,4972.25
65,67,7827.359999999999
65,68,1104.9
65,69,7374.75
65,70,10252.74
65,71,12872.330000000002
65,72,6896.22
65,73,13750.21
65,74,10638.97
65,75,12932.73
65,76,13318.45
65,77,5638.7
65,78,13732.76
65,79,14384.26
65,80,12542.84
65,81,6625.07
65,82,14239.44
65,83,7930.62
65,84,5771.84
65,85,5787.72
65,86,9107.84
65,87,6831.77
65,88,14384.05
65,89,8586.73
65,90,9044.11
65,91,12531.080000000002
65,92,6813.22
65,93,12999.06
65,94,7946.189999999999
